query_id,query_text,status,mrr,hit_at_1,hit_at_3,hit_at_5,hit_at_10,hit_at_20,recall_at_1,recall_at_3,recall_at_5,recall_at_10,recall_at_20,ndcg_at_1,ndcg_at_3,ndcg_at_5,ndcg_at_10,ndcg_at_20,retrieval_time_ms,n_retrieved,n_generation_docs,reranked,gen_recall,gen_hit,question_type,n_expected,primary_metric_type,primary_metric_value,sec_exact_match,sec_faithfulness,expected_response,generated_response
q_79,In which year was the King who made the 1925 Birthday Honours born?,completed,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2267.8,20,5,True,0.0,0.0,bridge,2,f1_score,1.0,1.0,0.1,1865,1865
q_80,"What is the county seat of the county where East Lempster, New Hampshire is located?",completed,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1937.2,20,5,True,0.0,0.0,bridge,2,f1_score,0.0,0.0,0.2,Newport,Keene
q_81,The Album Against the Wind was the 11th Album of a Rock singer Robert C Seger born may 6 1945. What was the Rock singers stage name ?,completed,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2488.2,20,5,True,1.0,1.0,bridge,2,f1_score,1.0,1.0,1.0,Bob Seger,Bob Seger
q_82,Rostker v. Goldberg held that the practice of what way of filling armed forces vacancies was consitutional?,completed,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.5,0.5,0.5,0.5,1.0,0.6131,0.6131,0.6131,0.6131,2202.7,20,5,True,0.5,1.0,bridge,2,f1_score,0.0,0.0,1.0,Conscription,requiring only men to register for the draft
q_83,"Handi-Snacks are a snack food product line sold by what American multinational confectionery, food, and beverage company that is based in Illinois?",completed,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.5,0.5,0.5,0.5,1.0,0.6131,0.6131,0.6131,0.6131,2507.8,20,5,True,0.5,1.0,bridge,2,f1_score,0.8,0.0,1.0,"Mondelez International, Inc.",Mondelez International
q_84,"What was the name of a woman from the book titled ""Their Lives: The Women Targeted by the Clinton Machine "" and was also a former white house intern?",completed,0.05,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.1396,2564.5,20,5,True,0.5,1.0,bridge,2,f1_score,1.0,1.0,1.0,Monica Lewinsky,Monica Lewinsky.
q_85,"When was the American lawyer, lobbyist and political consultant who was a senior member of the presidential campaign of Donald Trump born?",completed,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1747.1,20,5,True,0.0,0.0,bridge,2,f1_score,0.0,0.0,1.0,"April 1, 1949","September 18, 1973."
q_86,"In what year was the novel that Lourenço Mutarelli based ""Nina"" on based first published?",completed,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2801.5,20,5,True,0.5,1.0,bridge,2,f1_score,0.0,0.0,0.0,1866,1995
q_87,Where are Teide National Park and Garajonay National Park located?,completed,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.5,0.5,0.5,0.5,1.0,0.6131,0.6131,0.6131,0.6131,2462.2,20,5,True,0.5,1.0,comparison,2,f1_score,0.0,0.0,1.0,"Canary Islands, Spain","Teide National Park is located on the island of Tenerife (in the municipality of La Orotava, near the volcano of the same name).  
Garajonay National Park is located on the island of La Gomera."
q_88,How many copies of Roald Dahl's variation on a popular anecdote sold?,completed,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.5,0.5,0.5,0.5,1.0,0.6131,0.6131,0.6131,0.6131,2276.5,20,5,True,0.5,1.0,bridge,2,f1_score,0.5714,0.0,1.0,250 million,more than 250 million copies
q_89,What occupation do Chris Menges and Aram Avakian share?,completed,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.5,0.5,0.5,0.5,1.0,0.6131,0.6131,0.6131,0.6131,2558.6,20,5,True,0.5,1.0,comparison,2,f1_score,0.0,0.0,1.0,director,Both Chris Menges and Aram Avakian are film directors.
q_90,Andrew Jaspan was the co-founder of what not-for-profit media outlet?,completed,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2609.2,20,5,True,0.0,0.0,bridge,2,f1_score,0.0,0.0,1.0,The Conversation,Accessible Media
q_91,Which American film director hosted the 18th Independent Spirit Awards in 2002?,completed,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.5,1.0,1.0,1.0,1.0,0.6131,0.8503,0.8503,0.8503,2259.4,20,5,True,0.5,1.0,bridge,2,f1_score,1.0,1.0,1.0,John Waters,John Waters.
q_92,Where does the hotel and casino located in which Bill Cosby's third album was recorded?,completed,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2043.1,20,5,True,0.0,0.0,bridge,2,f1_score,0.0,0.0,0.0,Las Vegas Strip in Paradise,The provided documents do not specify the location.
q_93,Do the drinks Gibson and Zurracapote both contain gin?,completed,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.5,0.5,0.5,0.5,1.0,0.6131,0.6131,0.6131,0.6131,2170.2,20,5,True,0.5,1.0,comparison,2,f1_score,1.0,1.0,0.2,no,No
q_94,"In what month is the annual documentary film festival, that is presented by the fortnightly published British journal of literary essays, held? ",completed,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.5,0.5,0.5,0.5,1.0,0.6131,0.6131,0.6131,0.6131,2579.3,20,5,True,0.5,1.0,bridge,2,f1_score,0.0,0.0,1.0,March and April,November
q_95,Tysons Galleria is located in what county?,completed,0.2,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.5,0.5,0.5,0.0,0.0,0.2372,0.2372,0.2372,2335.6,20,5,True,0.5,1.0,bridge,2,f1_score,1.0,1.0,1.0,Fairfax County,Fairfax County.
q_96,Bordan Tkachuk was the CEO of a company that provides what sort of products?,completed,0.0769,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.161,3838.8,20,5,True,0.0,0.0,bridge,2,f1_score,0.3636,0.0,1.0,IT products and services,fresh soups and other prepared food products
q_97,"Which filmmaker was known for animation, Lev Yilmaz or Pamela B. Green?",completed,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2460.1,20,5,True,1.0,1.0,comparison,2,f1_score,0.5,0.0,1.0,Levni Yilmaz,Lev Yilmaz
q_98,In which city is the ambassador of the Rabat-Salé-Kénitra administrative region to China based?,completed,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2548.8,20,5,True,0.0,0.0,bridge,2,f1_score,1.0,1.0,1.0,Beijing,Beijing.
q_99,Are Yingkou and Fuding the same level of city?,completed,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2315.9,20,5,True,0.0,0.0,comparison,2,f1_score,1.0,1.0,0.2,no,no
q_100,Where did the descendants of the group of black Indians associated with the Seminole people settle?,completed,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.5,1.0,1.0,1.0,1.0,0.6131,0.8772,0.8772,0.8772,2909.8,20,5,True,1.0,1.0,bridge,2,f1_score,0.1379,0.0,1.0,"Coahuila, Mexico","yes  
They settled in Coahuila, Mexico—primarily in the town of El Nacimiento in the Múzquiz Municipality, where the Mascogo community (descendants of Black Seminoles) established themselves."
q_101,David Huntsinger has worked with this gospel singer born in the month of July?,completed,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4540.9,20,5,True,1.0,1.0,bridge,2,f1_score,1.0,1.0,1.0,Larnelle Harris,Larnelle Harris.
q_102,What year was the brother of this first round draft pick by the Washington Redskins drafted?,completed,0.5,0.0,1.0,1.0,1.0,1.0,0.0,0.5,0.5,0.5,0.5,0.0,0.3869,0.3869,0.3869,0.3869,1966.4,20,5,True,0.5,1.0,bridge,2,f1_score,0.0,0.0,0.1,2003,2000
q_103,Where is the stadium at which 1964 Georgia Tech Yellow Jackets football team played their home game located? ,completed,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.5,0.5,0.5,0.5,1.0,0.6131,0.6131,0.6131,0.6131,1493.2,20,5,True,0.5,1.0,bridge,2,f1_score,0.0,0.0,1.0,North Avenue at Techwood Drive,"Atlanta, Georgia."
q_104,"Since 2 June 2017, The Leader of Fine Gael had been held by which Irish Fine Gael politician who has served as Taoiseach and Minister for Defence?",completed,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.5,0.5,0.5,0.5,1.0,0.6131,0.6131,0.6131,0.6131,2334.8,20,5,True,0.5,1.0,bridge,2,f1_score,1.0,1.0,1.0,Leo Varadkar,Leo Varadkar
q_105,Which American film actor and dancer starred in the 1945 film Johnny Angel?,completed,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.5,0.5,0.5,0.5,1.0,0.6131,0.6131,0.6131,0.6131,2245.0,20,5,True,0.5,1.0,bridge,2,f1_score,1.0,1.0,1.0,George Raft,George Raft
q_106,hree Men on a Horse is a play by a playwright born in which year ?,completed,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.5,0.5,0.5,1.0,1.0,0.6131,0.6131,0.6131,0.7575,2490.0,20,5,True,0.5,1.0,bridge,2,f1_score,1.0,1.0,0.0,1887,1887
q_107,What type of activity does Owner earnings and Warren Buffett have in common?,completed,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.5,0.5,0.5,0.5,1.0,0.6131,0.6131,0.6131,0.6131,1966.0,20,5,True,0.5,1.0,bridge,2,f1_score,0.0,0.0,1.0,business,valuation
q_108,When was the  former Indian cricketer who made his ODI debuts during the 2000 ICC KnockOut Trophy born? ,completed,0.25,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.5,0.5,0.5,0.0,0.0,0.2641,0.2641,0.2641,2612.3,20,5,True,0.5,1.0,bridge,2,f1_score,1.0,1.0,1.0,7 October 1978,7 October 1978
q_109,"Which airplane was this Major test-flying after whom the base, that 514th Flight Test Squadron is stated at, is named?",completed,0.0909,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.171,2366.1,20,5,True,0.5,1.0,bridge,2,f1_score,0.2308,0.0,1.0,B-17 Flying Fortress bomber,"The base is named for Major Ployer Peter Hill, who died while test‑flying a prototype of the **B‑17 Flying Fortress** bomber."
q_110,"Based on a True Story... is an album by which country music star, with the single My Eyes?",completed,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2746.5,20,5,True,0.0,0.0,bridge,2,f1_score,0.0,0.0,0.1,Blake Shelton,"We need to answer: ""Based on a True Story... is an album by which country music star, with the single My Eyes?"" The context includes several docs. We need to identify which country music star has an a"
q_111,"Over how many centuries were the ""dwelling place of the dead"" built?",completed,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2362.4,20,5,True,0.5,1.0,bridge,2,f1_score,0.0909,0.0,1.0,three centuries,The provided context does not specify the number of centuries over which the “dwelling place of the dead” was built.
q_112,"When was the British author who wrote the novel on which ""Here We Go Round the Mulberry Bush"" was based born? ",completed,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.5,0.5,0.5,0.5,1.0,0.6131,0.6131,0.6131,0.6131,2397.8,20,5,True,0.5,1.0,bridge,2,f1_score,0.0,0.0,1.0,7 January 1936,The provided context does not include the birth date of Hunter Davies.
q_113,"Who died first, George Archainbaud or Ralph Murphy?",completed,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.5,0.5,0.5,0.5,1.0,0.6131,0.6131,0.6131,0.6131,2244.5,20,5,True,0.5,1.0,comparison,2,f1_score,0.6667,0.0,0.0,George Archainbaud,George Archainbaud died first.
q_114,Which component of shellite has the formula (ON)CHOH?,completed,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.5,0.5,0.5,0.5,1.0,0.6131,0.6131,0.6131,0.6131,1618.0,20,5,True,0.5,1.0,bridge,2,f1_score,1.0,1.0,1.0,picric acid,Picric acid.
q_115,The Argentine PGA Championship record holder has won how many tournaments worldwide?,completed,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2161.9,20,5,True,0.0,0.0,bridge,2,f1_score,0.0,0.0,0.2,230,The context does not provide this information.
q_116,Suicide's 1977 released album features a song based on what brand's comic character?,completed,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.5,0.5,0.5,0.5,1.0,0.6131,0.6131,0.6131,0.6131,2067.1,20,5,True,0.5,1.0,bridge,2,f1_score,0.3333,0.0,0.2,Marvel,"yes
Marvel Comics' Ghost Rider"
q_117,What other political position did the person who introduced the DISCLOSE Act hold?,completed,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2287.5,20,5,True,0.0,0.0,bridge,2,f1_score,0.0,0.0,1.0,United States Senator,He also serves as the Senate Democratic Whip (Assistant Democratic Leader).
q_118,Were the bands Skin Yard and Ostava from the U.S.?,completed,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.5,0.5,0.5,0.5,1.0,0.6131,0.6131,0.6131,0.6131,2781.1,20,5,True,0.5,1.0,comparison,2,f1_score,0.0,0.0,1.0,no,"Skin Yard was from the United States.  
Ostava’s origin is not mentioned in the provided documents."
q_119,Are Daryl Hall and Gerry Marsden both musicians?,completed,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.5,0.5,0.5,0.5,1.0,0.6131,0.6131,0.6131,0.6131,2169.1,20,5,True,0.5,1.0,comparison,2,f1_score,1.0,1.0,0.2,yes,yes
q_120,What major truck road is located in Backford Cross?,completed,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.5,1.0,1.0,1.0,1.0,0.6131,0.8772,0.8772,0.8772,2224.3,20,5,True,1.0,1.0,bridge,2,f1_score,0.0,0.0,1.0,The A41,A5117
q_121,In which role did Caroline Carver played in a 1999 Hallmark Entertainment made-for-TV fantasy movie?,completed,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.5,0.5,0.5,0.5,1.0,0.6131,0.6131,0.6131,0.6131,2388.1,20,5,True,0.5,1.0,bridge,2,f1_score,1.0,1.0,1.0,Princess Jessica,Princess Jessica.
q_122,"What's the name of the fantasy film starring Sarah Bolger, featuring a New England family who discover magical creatures around their estate?",completed,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2836.3,20,5,True,1.0,1.0,bridge,2,f1_score,1.0,1.0,1.0,The Spiderwick Chronicles,The Spiderwick Chronicles
q_123,Maxeda has been owned since 2004 by which American multinational equity firm?,completed,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.5,0.5,0.5,0.5,1.0,0.6131,0.6131,0.6131,0.6131,2584.8,20,5,True,0.5,1.0,bridge,2,f1_score,0.3333,0.0,1.0,KKR & Co,Kohlberg Kravis Roberts (KKR)
q_124,The youngest daughter of Lady Mary-Gaye Curzon stars with Douglas Smith and Lucien Laviscount  in what 2017 film?,completed,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.5,0.5,0.5,0.5,1.0,0.6131,0.6131,0.6131,0.6131,2338.6,20,5,True,0.5,1.0,bridge,2,f1_score,0.0,0.0,1.0,The Bye Bye Man,My Cousin Rachel
